Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Установка приточно-вытяжная SKOYOD Allston-VH4.0,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1584285,SKOYOD Allston-VH4.0,287600.0,238710.0,192692.0,97,{'фрц Киржач': '97'}
Осушитель канальный Shuft SHA-D290,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Полупромышленные осушители воздуха",НС-1442261,SHA-D290,1450685.5,1358440.0,725342.75,4,{'фрц Киржач': '4'}
NKH-10/HY Канальный гигростат,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-0007635,NKH-10/HY,31912.45,25917.0,16754.04,8,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '4'}"
CFs 100 S Канальный центробежный вентилятор,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0079313,CFs 100 S,14930.0,14930.0,7763.6,116,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '106'}"
Установка приточная компактная моноблочная CAU 4000/1-W VIM,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1063372,4000/1-W VIM,199600.0,199600.0,133732.0,7,{'фрц Киржач': '7'}
JETA 160 Декоративный струйно-сопловый диффузор,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-1030692,JETA 160,3747.02,,2622.91,2,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '1'}"
FRKr (G3) 600x300/100 Фильтр кассетный,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-1033169,FRKr (G3) 600x300/100,6110.0,6110.0,3177.2,под заказ,{}
Настенная однорядная решетка 1 WA 200*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006920,1 WA  200*100,626.06,580.0,438.24,355,"{'екатеринбург склад': '5', 'ррц Екатеринбург LV NEW': '28', 'фрц Киржач': '322'}"
Настенная однорядная решетка 1 WA 200*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006921,1 WA  200*150,710.16,660.0,497.11,более 500,"{'екатеринбург склад': '5', 'ррц Екатеринбург LV NEW': '82', 'фрц Киржач': 'более 500'}"
Настенная однорядная решетка 1 WA 200*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006922,1 WA  200*200,794.26,740.0,555.98,более 500,"{'екатеринбург склад': '6', 'ррц Екатеринбург LV NEW': '78', 'фрц Киржач': 'более 500'}"
Настенная однорядная решетка 1 WA 300*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006924,1 WA  300*150,794.26,740.0,555.98,449,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '24', 'фрц Киржач': '423'}"
Настенная однорядная решетка 1 WA 300*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006925,1 WA  300*200,981.14,910.0,686.8,96,"{'екатеринбург склад': '7', 'ррц Екатеринбург LV NEW': '61', 'фрц Киржач': '28'}"
