Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Установка EPVS-1300 приточно-вытяжная,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1352140,_EPVS-1300,234950.0,234950.0,164465.0,ожидается поставка,{}
Каминокомплект:Очаг Electrolux EFP/P-2520LS с порталом Cubo 25 белый,Electrolux,Тепловое оборудование/Электрические камины/Каминокомплекты,НС-1187025,EFP/P-2520LS/Cubo 25 B,49680.0,49680.0,36266.4,1,{'екатеринбург склад': '1'}
Мат Electrolux EDAM 2-160-2 (комплект тёплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1418040,EDAM 2-160-2 (комплект),5890.0,5890.0,3357.3,ожидается поставка,{}
Комплект картриджей Electrolux iS TotalPureX-3 Softening,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1300142,Kit iS TotalPureX-3 Softening,2250.0,2250.0,1755.0,101,"{'ррц Екатеринбург LV NEW': '35', 'фрц Киржач': '66'}"
Водонагреватель Electrolux EWH 80 Trend,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1237184,EWH 80 Trend,11890.0,11890.0,9512.0,ожидается поставка,{}
"Каминокомплект:ОчагElectrolux EFP/P-3020LS с порталом Loft 30 камень белый, белая эмаль",Electrolux,Тепловое оборудование/Электрические камины/Каминокомплекты,НС-1192457,EFP/P-3020LS/Loft 30 WW,56280.0,56280.0,41084.4,1,{'ррц Екатеринбург LV NEW': '1'}
Очаг электрический Electrolux EFP/P-2520LS,Electrolux,Тепловое оборудование/Электрические камины/Электрические камины портального типа,НС-1052516,EFP/P-2520LS,24990.0,23750.0,18242.7,3,"{'ррц Орехово-Зуево (Московская обл.)': '1', 'ррц Екатеринбург LV NEW': '2'}"
Фильтр для очистки воды Electrolux AquaModule Carbon 2in1 Prof,Electrolux,Отопление и водоснабжение/Водоочистка/Фильтры под мойку,НС-1279454,AquaModule Carbon 2in1 Prof,4290.0,4290.0,3432.0,более 500,"{'екатеринбург склад': '2', 'ррц Орехово-Зуево (Московская обл.)': '337', 'ррц Екатеринбург LV NEW': '20', 'фрц Киржач': '281'}"
Комплект Electrolux Rapid Transformer с блоком управления и шасси ECH/R-1500 T-TUE4 (электронный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584142,ECH/R-1500 T-TUE4-EFT/RR,11270.0,11270.0,8677.9,437,{'фрц Киржач': '437'}
Водонагреватель Electrolux EWH 80 Royal Flash Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1064864,EWH 80 Royal Flash S,29490.0,29490.0,25067.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 80 Royal,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1019737,EWH 80 Royal,23390.0,21990.0,19882.0,ожидается поставка,{}
Мат Electrolux EEFM 2-150-6 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105868,EEFM 2-150-6 комплект,17250.0,17250.0,9833.0,ожидается поставка,{}
Мат Electrolux EEFM 2-150-12 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105853,EEFM 2-150-12 комплект,27850.0,27850.0,15875.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 30 Royal Flash,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1064858,EWH 30 Royal Flash,18290.0,17390.0,15547.0,ожидается поставка,{}
Вентилятор вытяжной серии Argentum EAFA-150TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126781,EAFA-150TH,8790.0,8790.0,6153.0,14,{'фрц Киржач': '14'}
Комплект Electrolux Rapid Transformer с блоком управления и шасси ECH/R-2500 T-TUI4 (инверторный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584147,ECH/R-2500 T-TUI4-EFT/RR,15070.0,15070.0,11603.9,121,"{'екатеринбург склад': '2', 'фрц Киржач': '119'}"
"Мат Electrolux EMSM 2-150-0,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105894,"EMSM 2-150-0,5 комплект",5225.0,5225.0,2978.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 100 Quantum Pro,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1066373,EWH 100 Quantum Pro,13790.0,13790.0,11032.0,ожидается поставка,{}
Вентилятор вытяжной серии Magic EAFM-100TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1136077,EAFM - 100TH,5390.0,5390.0,3773.0,67,{'фрц Киржач': '67'}
Водонагреватель Electrolux EWH 80 Interio 3,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1161047,EWH 80 Interio 3,18490.0,18490.0,15717.0,36,"{'ррц Костерево (Владимирская обл.)': '34', 'ррц Екатеринбург LV NEW': '2'}"
Вентилятор вытяжной Electrolux серии Glass EAFG-150 beige,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1417797,EAFG-150 beige,6990.0,6990.0,4893.0,1,{'фрц Киржач': '1'}
Фильтр Electrolux FAP-2075 ANTI DUST,Electrolux,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1476975,FAP-2075 ANTI DUST,2690.0,2690.0,2152.0,276,{'фрц Киржач': '276'}
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-2000 T-TUI4 (инвертор),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584129,ECH/AG2-2000 T-TUI4-EFT/AG2,13870.0,13870.0,10680.9,110,{'фрц Киржач': '110'}
Водонагреватель Electrolux EWH 30 Trend,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1237181,EWH 30 Trend,8490.0,8490.0,6792.0,86,"{'ррц Костерево (Владимирская обл.)': '2', 'ррц Петушки (Владимирская обл.)': '78', 'ррц Екатеринбург LV NEW': '6'}"
Блок внешний Electrolux EACO/I-42 FMI-5/N8_ERP Free match сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194448,EACO/I-42 FMI-5/N8_ERP,266500.0,266500.0,178555.0,62,"{'ррц Петушки (Владимирская обл.)': '23', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '38'}"
"Блок внешний Electrolux EACS/I-14HEV/N3/out сплит-системы, инверторного типа",Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1155798,EACS/I-14HEV/N3/out,52492.5,52492.5,39369.38,301,"{'ррц Орехово-Зуево (Московская обл.)': '73', 'ррц Петушки (Владимирская обл.)': '219', 'ррц Екатеринбург LV NEW': '9'}"
Очаг электрический Electrolux Classic EFP/P-1020LS,Electrolux,Тепловое оборудование/Электрические камины/Электрические камины портального типа,НС-1111579,EFP/P-1020LS,20990.0,19950.0,15322.7,более 500,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '44', 'фрц Киржач': 'более 500'}"
Пленка инфракрасная нагревательная Electrolux ETS 220-5 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1158440,ETS 220-5,9840.0,9840.0,5609.0,1,{'екатеринбург склад': '1'}
Вентилятор вытяжной серии Slim EAFS-120T с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126797,EAFS-120T,5890.0,5890.0,4123.0,25,{'фрц Киржач': '25'}
Рукосушилка Electrolux EHDA – 2500,Electrolux,Тепловое оборудование/Сушилки для рук/Сушилки для рук,НС-0028148,EHDA – 2500,15990.0,15990.0,12792.0,более 500,"{'ррц Петушки (Владимирская обл.)': '541', 'ррц Екатеринбург LV NEW': '9', 'фрц Киржач': '149'}"
Рукосушилка Electrolux EHDA/N – 2500,Electrolux,Тепловое оборудование/Сушилки для рук/Сушилки для рук,НС-0028149,EHDA/N – 2500,16990.0,16990.0,13592.0,более 500,"{'ррц Петушки (Владимирская обл.)': '937', 'ррц Екатеринбург LV NEW': '37', 'фрц Киржач': 'более 500'}"
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-1000 T-TUM3 (мех),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1294974,ECH/AG2-1000 T-TUM3,7770.0,7770.0,5983.9,162,{'фрц Киржач': '162'}
Водонагреватель Electrolux EWH 30 DRYver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1186668,EWH 30 DRYver,9990.0,9990.0,7992.0,ожидается поставка,{}
Конвектор электрический Electrolux ECH/AS -2000 ER,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1119630,ECH/AS -2000 ER,8490.0,8490.0,6792.0,314,"{'ррц Петушки (Владимирская обл.)': '297', 'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '13'}"
Мат Electrolux EEFM 2-180-9 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432037,EEFM 2-180-9 комплект,26190.0,26190.0,14928.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 30 Royal,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1019732,EWH 30 Royal,14390.0,13490.0,12232.0,ожидается поставка,{}
Блок внутренний Electrolux EACS/I-18 HEN FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1381370,EACS/I-18 HEN FMI/N8_ERP/in,43400.0,43400.0,29078.0,1,{'ррц Екатеринбург LV NEW': '1'}
Вентилятор вытяжной серии Rainbow EAFR-100T steel с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127273,EAFR-100Tsteel,5290.0,5290.0,3703.0,2,{'фрц Киржач': '2'}
Терморегулятор Electrolux ETA-16,Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Терморегуляторы,НС-1017322,ETA-16,4390.0,4390.0,2502.0,260,"{'ррц Екатеринбург LV NEW': '13', 'фрц Киржач': '247'}"
"Комплект Electrolux EACU-48H/UP4-DC/N8 инверторной сплит-системы, напольно-потолочного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483724,EACU-48H/UP4-DC/N8,342000.0,342000.0,208620.0,3,{'фрц Киржач': '3'}
Вентилятор вытяжной серии Rainbow EAFR-150T white с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1161713,EAFR-150T white с таймером,7190.0,7190.0,5033.0,4,{'фрц Киржач': '4'}
Сплит-система Electrolux EACS-09HSK/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481645,EACS-09HSK/N3,36590.0,36590.0,23783.5,ожидается поставка,{}
Водонагреватель Electrolux EWH 30 Formax,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1026255,EWH 30 Formax,15690.0,15690.0,12552.0,2,"{'ррц Костерево (Владимирская обл.)': '1', 'ррц Орехово-Зуево (Московская обл.)': '1'}"
Терморегулятор Electrolux ETB-16,Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Терморегуляторы,НС-1013675,ETB-16,3450.0,3450.0,1967.0,ожидается поставка,{}
Установка приточно-вытяжная Electrolux Universe ERVX-250 inv,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1271437,ERVX-250 inv,109510.0,109510.0,76657.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 80 Gladius 2.0 Grafit,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1439701,EWH 80 Gladius 2.0 Grafit,26090.0,26090.0,20872.0,ожидается поставка,{}
Кабель для обогрева трубопроводов Electrolux EFGPC 2-18-4 (комплект),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Системы обогрева трубопроводов,НС-1068076,EFGPC 2-18-4,4312.0,4312.0,2458.0,117,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '115'}"
"Проточный водонагреватель Electrolux SMARTFIX 2.0 S (3,5 kW) - душ",Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1017846,"SMARTFIX 2.0 S(3,5 kW)душ",3090.0,3090.0,2565.0,9,{'ррц Екатеринбург LV NEW': '9'}
Блок управления Transformer Electronic Electrolux ECH/TUE4,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Блоки управления для электрических конвекторов,НС-1416233,ECH/TUE4,4690.0,4690.0,3611.3,более 500,"{'ррц Петушки (Владимирская обл.)': '500', 'ррц Екатеринбург LV NEW': '53', 'фрц Киржач': '437'}"
Сплит-система инверторного типа Electrolux EACS/I-12HSK/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481649,EACS/I-12HSK/N3,53990.0,53990.0,36713.2,ожидается поставка,{}
Водонагреватель Electrolux EWH 100 Centurio IQ 3.0,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1449182,EWH 100 Centurio IQ 3.0,32390.0,32390.0,25912.0,ожидается поставка,{}
Сплит-система инверторная Electrolux EACS/I-18HAL/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1428408,EACS/I-18HAL/N8,93990.0,93990.0,63913.2,ожидается поставка,{}
Сплит-система Electrolux EACS-18HF2/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481746,EACS-18HF2/N3,76990.0,76990.0,54662.9,ожидается поставка,{}
Вентилятор вытяжной серии Rainbow EAFR-120 green,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1161728,НС-1161728,3690.0,3510.0,2583.0,ожидается поставка,{}
Терморегулятор Electrolux ETT-16,Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Терморегуляторы,НС-1017321,ETT-16,5490.0,5490.0,3129.0,154,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '142'}"
Комплект Electrolux Rapid Transformer с блоком управления ECH/R-2000 T-TUE4 (электронный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584136,ECH/R-2000 T-TUE4,11980.0,11980.0,9225.6,227,"{'ррц Петушки (Владимирская обл.)': '181', 'фрц Киржач': '46'}"
Сплит-система инверторного типа Electrolux EACS/I-09HG-MILK2/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1108914,EACS/I-09HG-MILK2/N8,53990.0,53990.0,39412.7,ожидается поставка,{}
Мат Electrolux EEFM 2-180-6 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432031,EEFM 2-180-6 комплект,20290.0,20290.0,11565.0,64,{'фрц Киржач': '64'}
Мат Electrolux EDAM 2-160-1 (комплект тёплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1418036,EDAM 2-160-1 (комплект),4380.0,4380.0,2496.6,ожидается поставка,{}
Модуль отопительный электрического конвектора Electrolux серии Rapid Transformer ECH/R-1000 T,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекционные отопительные модули,НС-1089517,ECH/R-1000 T,4790.0,4790.0,3688.3,222,"{'екатеринбург склад': '7', 'ррц Петушки (Владимирская обл.)': '175', 'ррц Екатеринбург LV NEW': '40'}"
Увлажнитель воздуха ультразвуковой Electrolux EHU-5015D TopLine,Electrolux,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1214533,EHU-5015D TopLine,5890.0,5890.0,4889.0,ожидается поставка,{}
Конвектор электрический Electrolux ECH/AS -1000 MR,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1120233,ECH/AS-1000 MR,5290.0,5290.0,4232.0,более 500,"{'ррц Петушки (Владимирская обл.)': '3670', 'ррц Екатеринбург LV NEW': '30', 'фрц Киржач': 'более 500'}"
Сплит-система инверторного типа Electrolux EACS/I-09HEN-BLACK/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481689,EACS/I-09HEN-BLACK/N8,74990.0,74990.0,56242.5,10,{'ррц Екатеринбург LV NEW': '10'}
"Комплект Electrolux EACD-24H/UP4-DC/N8 инверторной сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483559,EACD-24H/UP4-DC/N8,203200.0,203200.0,123952.0,21,{'фрц Киржач': '21'}
"Мат нагревательный Electrolux EEM 2-150-0,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1050065,"EEM 2-150-0,5",3750.0,3750.0,2138.0,ожидается поставка,{}
Комплект Electrolux Air Gate Transformer с блоком управления ECH/AG2-1500 T-TUE4 (электронный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584118,ECH/AG2-1500 T-TUE4,10680.0,10680.0,8224.6,490,"{'ррц Екатеринбург LV NEW': '53', 'фрц Киржач': '437'}"
Вентилятор безлопастной Electrolux EFB-1220B,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602088,EFB-1220B,14990.0,14990.0,0.0,ожидается поставка,{}
"Комплект Electrolux EACD-60H/UP3/N3 сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235792,EACD-60H/UP3/N3,254800.0,254800.0,107352.0,ожидается поставка,{}
Вентилятор вытяжной серии Premium EAF-150TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1135954,EAF - 150TH,7290.0,7290.0,5103.0,ожидается поставка,{}
Вентилятор вытяжной серии Argentum EAFA-120,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126776,EAFA-120,5790.0,5790.0,4053.0,39,{'фрц Киржач': '39'}
"Каминокомплект: Очаг Electrolux EFP/P-3020LS, портал Prestigio 30 камень белый, шпон дуб",Electrolux,Тепловое оборудование/Электрические камины/Каминокомплекты,НС-1341169,set Prestigio 30+3020LS,56680.0,56680.0,41376.4,ожидается поставка,{}
Водонагреватель Electrolux EWH 30 Royal Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1023777,EWH 30 Royal Silver,16490.0,15490.0,14017.0,ожидается поставка,{}
Вентилятор вытяжной серии Rainbow EAFR-150TH beige с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1161718,НС-1161718,7990.0,7990.0,5593.0,6,{'фрц Киржач': '6'}
Вентилятор вытяжной серии Rainbow EAFR-150TH white с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127195,EAFR-150THnew,7890.0,7890.0,5523.0,5,{'фрц Киржач': '5'}
Конвектор электрический Electrolux ECH/A-2000 M,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1256967,ECH/A-2000 M,5490.0,5490.0,4392.0,более 500,"{'ррц Костерево (Владимирская обл.)': '2375', 'ррц Петушки (Владимирская обл.)': '1267', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '249'}"
Вентилятор напольный Electrolux EFF-1020W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602077,EFF-1020W,5490.0,5490.0,4392.0,ожидается поставка,{}
Блок управления Transformer Digital Inverter Electrolux ECH/TUI3,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Блоки управления для электрических конвекторов,НС-1199056,ECH/TUI3,4190.0,4190.0,3226.3,ожидается поставка,{}
Вентилятор вытяжной Electrolux серии Glass EAFG-120 black,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1490277,EAFG-120 black,6090.0,6090.0,4263.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 50 Gladius 2.0,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1245673,EWH 50 Gladius 2.0,20990.0,20990.0,16792.0,17,{'ррц Екатеринбург LV NEW': '17'}
Сплит-система Electrolux Smartline EACS-09HSM/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598822,EACS-09HSM/N3,32990.0,32990.0,23752.8,ожидается поставка,{}
Пульт управления универсальный проводной Electrolux EAC-WRC/UP3 для полупромышленных сплит-систем,Electrolux,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Пульты управления",НС-1236684,EAC-WRC/UP3,7800.0,7800.0,4680.0,60,{'фрц Киржач': '60'}
Модуль коммуникационный Electrolux EAC_MB/UP3 для централизованного управления,Electrolux,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Пульты управления",НС-1345727,EAC_MB/UP3,7800.0,7800.0,4680.0,ожидается поставка,{}
Сушилка для рук электрическая высокоскоростная Electrolux EHDA/HPW-1800W (белая),Electrolux,Тепловое оборудование/Сушилки для рук/Сушилки для рук,НС-1057061,EHDA/HPW-1800W,10990.0,10990.0,8792.0,50,"{'ррц Петушки (Владимирская обл.)': '40', 'ррц Екатеринбург LV NEW': '10'}"
Комплект Electrolux Rapid Transformer с блоком управления ECH/R-1500 T-TUE4 (электронный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584134,ECH/R-1500 T-TUE4,10580.0,10580.0,8147.6,472,"{'ррц Петушки (Владимирская обл.)': '35', 'фрц Киржач': '437'}"
Вентилятор вытяжной серии Magic EAFM-150,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127169,EAFM - 150,4790.0,4790.0,3353.0,75,"{'ррц Екатеринбург LV NEW': '7', 'фрц Киржач': '68'}"
Электрокамин Electrolux EFP/W-2000S Bronze,Electrolux,Тепловое оборудование/Электрические камины/Электрические камины настенного типа,НС-1233827,EFP/W-2000S Bronze,33990.0,32300.0,24812.7,38,"{'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '33'}"
Пленка инфракрасная нагревательная Electrolux ETS 220-9 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1158444,ETS 220-9,17120.0,17120.0,9758.0,2,"{'екатеринбург склад': '1', 'фрц Киржач': '1'}"
Сплит-система Electrolux Smartline EACS-24HSM/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598825,EACS-24HSM/N3,88990.0,88990.0,64072.8,ожидается поставка,{}
Кабель Electrolux ETC 2-17-1500 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательный кабель для теплого пола,НС-1073704,ETC 2-17-1500 комплект,19250.0,19250.0,10973.0,2,{'ррц Екатеринбург LV NEW': '2'}
Комплект Electrolux Air Gate Transformer с блоком управления ECH/AG2-1000 T-TUE4 (электронный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584116,ECH/AG2-1000 T-TUE4,9580.0,9580.0,7377.6,490,"{'ррц Екатеринбург LV NEW': '53', 'фрц Киржач': '437'}"
Мат Electrolux EEM 2-150-11 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1199453,EEM 2-150-11 комплект,16740.0,16740.0,9542.0,ожидается поставка,{}
"Комплект Electrolux EACD-60H/UP4-DC/N8 инверторной сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483565,EACD-60H/UP4-DC/N8,376900.0,376900.0,229909.0,1,{'фрц Киржач': '1'}
Вентилятор вытяжной серии Move EAFV-100 с датчиком движения,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126791,EAFV-100,5490.0,5490.0,3843.0,38,{'фрц Киржач': '38'}
Сплит-система инверторного типа Electrolux Smartline DC EACS/I-12HSM/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598828,EACS/I-12HSM/N8,53990.0,53990.0,36713.2,ожидается поставка,{}
Кабель для обогрева трубопроводов Electrolux EFGPC 2-18-8 (комплект),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Системы обогрева трубопроводов,НС-1068074,EFGPC 2-18-8,5627.0,5627.0,3207.0,4,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '2'}"
Вентилятор напольный Electrolux EFF-901N,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602097,EFF-901N,4490.0,4490.0,3592.0,ожидается поставка,{}
Блок внутренний Electrolux EACS/I-12 HEN FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1381369,EACS/I-12 HEN FMI/N8_ERP/in,35800.0,35800.0,23986.0,ожидается поставка,{}
Вентилятор безлопастной Electrolux EFB-1205W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602082,EFB-1205W,11990.0,11990.0,9592.0,ожидается поставка,{}
Кабель Electrolux ETC 2-17-1000 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательный кабель для теплого пола,НС-1073701,ETC 2-17-1000 комплект,13255.0,13255.0,7555.0,2,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '1'}"
"Комплект Electrolux EACD-48H/UP3/N3 сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235791,EACD-48H/UP3/N3,242900.0,242900.0,99414.0,ожидается поставка,{}
"Комплект Electrolux EACC-60H/UP4-DC/N8 инверторной сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483684,EACC-60H/UP4-DC/N8,367500.0,367500.0,224175.0,44,{'фрц Киржач': '44'}
