Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Вентилятор вытяжной серии Rainbow EAFR-150T beige с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1161717,НС-1161717,7490.0,7490.0,5243.0,ожидается поставка,{}
"Мат Electrolux EDAM 2-160-1,5 (комплект тёплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1418037,"EDAM 2-160-1,5 (комплект)",5090.0,5090.0,2901.3,ожидается поставка,{}
Вентилятор вытяжной серии Rainbow EAFR-150 beige,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1161716,НС-1161716,5860.0,5860.0,4102.0,68,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '67'}"
Кабель Electrolux ETC 2-17-300 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательный кабель для теплого пола,НС-1073729,ETC 2-17-300 комплект,6435.0,6435.0,3668.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 150 AXIOmatic,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1008579,EWH 150 AXIOmatic,28590.0,28590.0,22872.0,31,"{'ррц Екатеринбург LV NEW': '29', 'фрц Киржач': '2'}"
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-2500 T-TUI4 (инвертор),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584131,ECH/AG2-2500 T-TUI4-EFT/AG2,15170.0,15170.0,11681.9,2,{'фрц Киржач': '2'}
"Комплект Electrolux EACC-48H/UP4-DC/N8 инверторной сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483680,EACC-48H/UP4-DC/N8,338900.0,338900.0,206729.0,7,{'фрц Киржач': '7'}
Блок внешний Electrolux EACO/I-24 FMI-3/N8_ERP Free match сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1273406,EACO/I-24 FMI-3/N8_ERP,147900.0,147900.0,99093.0,111,"{'ррц Петушки (Владимирская обл.)': '76', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '34'}"
Блок внешний Electrolux EACO/I-14 FMI-2/N8_ERP Free match сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194630,EACO/I-14 FMI-2/N8_ERP,99700.0,99700.0,66799.0,254,"{'ррц Петушки (Владимирская обл.)': '128', 'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '123'}"
Сплит-система Electrolux EACS-12HAL/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1428443,EACS-12HAL/N3,43990.0,43990.0,31672.8,ожидается поставка,{}
Вентилятор вытяжной серии Slim EAFS-150,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126799,EAFS-150,4090.0,4090.0,2863.0,29,{'фрц Киржач': '29'}
Сплит-система инверторного типа Electrolux EACS/I-07HSK/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481647,EACS/I-07HSK/N3,42990.0,42990.0,29233.2,ожидается поставка,{}
Кабель Electrolux ETC 2-17-200 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательный кабель для теплого пола,НС-1073705,ETC 2-17-200 комплект,5335.0,5335.0,3041.0,ожидается поставка,{}
"Мат Electrolux EEFM 2-150-0,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105843,"EEFM 2-150-0,5 комплект",4350.0,4350.0,2480.0,ожидается поставка,{}
"Блок внутренний Electrolux EACD/I-18 FMI/N8_ERP Free match сплит-системы, канального типа",Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194536,EACD/I-18 FMI/N8_ERP Free match,55300.0,55300.0,37051.0,ожидается поставка,{}
Кондиционер мобильный Electrolux EACM-07 RK/N6,Electrolux,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1294855,EACM-07 RK/N6,33590.0,33590.0,22691.0,1,{'фрц Киржач': '1'}
Сплит-система инверторного типа Electrolux EACS/I-18HAV/N8_22Y комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1408774,EACS/I-18HAV/N8_22Y,100990.0,100990.0,73722.7,ожидается поставка,{}
Водонагреватель Electrolux EWH 150 DRYver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1292462,EWH 150 DRYver,23090.0,23090.0,18472.0,ожидается поставка,{}
"Комплект Electrolux EACC-12H/UP4-DC/N8 инверторной сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483652,EACC-12H/UP4-DC/N8,144100.0,144100.0,87901.0,85,"{'ррц Петушки (Владимирская обл.)': '4', 'фрц Киржач': '81'}"
Вентилятор вытяжной серии Slim EAFS-100TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126795,EAFS-100TH,6190.0,6190.0,4333.0,6,{'фрц Киржач': '6'}
Фильтр для очистки воды Electrolux AquaModule Universal,Electrolux,Отопление и водоснабжение/Водоочистка/Фильтры под мойку,НС-1279452,AquaModule Universal,3910.0,3910.0,3128.0,6,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '5'}"
Комплект Electrolux Rapid Transformer с блоком управления ECH/R-2000 T-TUM3 (механический),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1290476,ECH/R-2000-TUM3,9480.0,9480.0,7300.6,46,{'фрц Киржач': '46'}
Мат Electrolux EMSM 2-150-6 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105906,EMSM 2-150-6 комплект,19505.0,19505.0,11118.0,6,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '5'}"
"Каминокомплект:Очаг Electrolux EFP/P- 2520LS с порталом Porto 25 камень черный, шпон венге",Electrolux,Тепловое оборудование/Электрические камины/Каминокомплекты,НС-1243896,Set Porto В,51780.0,51780.0,37799.4,ожидается поставка,{}
Мат Electrolux EEFM 2-150-9 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105874,EEFM 2-150-9  комплект,22600.0,22600.0,12882.0,12,{'фрц Киржач': '12'}
"Комплект Electrolux EACC/I-12 FMI/N8_ERP Free match сплит-системы, кассетного типа",Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194465,EACC/I-12 FMI/N8_ERP,59000.0,59000.0,39530.0,10,"{'ррц Петушки (Владимирская обл.)': '5', 'фрц Киржач': '5'}"
Мат Electrolux EEFM 2-180-5 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432029,EEFM 2-180-5 комплект,17490.0,17490.0,9969.0,2,{'ррц Екатеринбург LV NEW': '2'}
Картридж Electrolux AM Softening,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1300152,Cartridge AM Softening,970.0,970.0,757.0,19,{'ррц Екатеринбург LV NEW': '19'}
Водонагреватель Electrolux EWH 80 Royal H,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1019738,EWH 80 Royal H,23990.0,22590.0,20392.0,ожидается поставка,{}
Картридж Electrolux AM CarbonBlock,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1300155,Cartridge AM CarbonBlock,830.0,830.0,647.0,387,"{'ррц Екатеринбург LV NEW': '17', 'фрц Киржач': '370'}"
Вентилятор вытяжной серии Rainbow EAFR-120TH beige с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127190,EAFR - 120TH beige,7390.0,7390.0,5173.0,ожидается поставка,{}
Мат Electrolux EEFM 2-180-4 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432027,EEFM 2-180-4 комплект,15490.0,15490.0,8829.0,100,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '98'}"
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-2500 T-TUE4 (электр),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584130,ECH/AG2-2500 T-TUE4-EFT/AG2,14070.0,14070.0,10833.9,78,"{'ррц Петушки (Владимирская обл.)': '60', 'ррц Екатеринбург LV NEW': '16', 'фрц Киржач': '2'}"
Мат Electrolux EDAM 2-160-5 (комплект тёплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1418045,EDAM 2-160-5 (комплект),13050.0,13050.0,7438.5,ожидается поставка,{}
Сплит-система инверторная Electrolux EACS/I-24HAL/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1428409,EACS/I-24HAL/N8,114990.0,114990.0,78193.2,ожидается поставка,{}
Блок внутренний средненапорный канального типа EACD-76MWN1 IN,Electrolux,Вентиляция и кондиционирование зданий/Фреоновые системы кондиционирования/Канальные кондиционеры большой мощности,НС-1284303,EACD-76MWN1 IN,300322.27,333587.58,126135.35,ожидается поставка,{}
Вентилятор вытяжной серии Rainbow EAFR-150 white,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127192,EAFR - 150 white,5660.0,5660.0,3962.0,4,{'фрц Киржач': '4'}
Вентилятор безлопастной Electrolux EFB-1215W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602084,EFB-1215W,9990.0,9990.0,0.0,ожидается поставка,{}
Электропанель Electrolux AirPlinth ECH/AG–2000 PE3,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1416238,ECH/AG–2000 PE3,10990.0,10990.0,9341.5,ожидается поставка,{}
Комплект картриджей Electrolux iS Softening,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1300138,Kit iS Softening,2010.0,2010.0,1568.0,ожидается поставка,{}
Установка EPVS-1100 приточно-вытяжная,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1352138,_EPVS-1100,170490.0,170490.0,119343.0,ожидается поставка,{}
"Блок внутренний Electrolux EACW/I-18 FMI/N8_ERP Free match сплит-системы, консольного типа",Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1381365,EACW/I-18 FMI/N8_ERP,65300.0,65300.0,43751.0,5,"{'ррц Петушки (Владимирская обл.)': '1', 'фрц Киржач': '4'}"
Вентилятор вытяжной серии Basic EAFB-100,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126782,EAFB-100,2390.0,2390.0,1673.0,более 500,"{'ррц Екатеринбург LV NEW': '82', 'фрц Киржач': 'более 500'}"
Водонагреватель Electrolux EWH 10 Q-bic U,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1147761,EWH 10 Q-bic U,7390.0,7390.0,6282.0,более 500,"{'ррц Лакинск': '198', 'ррц Костерево (Владимирская обл.)': '78', 'ррц Петушки (Владимирская обл.)': '237', 'фрц Киржач': '14'}"
Электропанель Electrolux ECH/AG– 2000 PI,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1244433,ECH/AG-2000 PI,11590.0,11590.0,9851.5,ожидается поставка,{}
"Мат Electrolux EEM 2-150-0,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105876,"EEM 2-150-0,5 комплект",5210.0,5210.0,2970.0,ожидается поставка,{}
Вентилятор безлопастной Electrolux ETF-112W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602090,ETF-112W,6990.0,6990.0,0.0,ожидается поставка,{}
Вентилятор вытяжной Electrolux серии Glass EAFG-100 beige,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1417790,EAFG-100 beige,4490.0,4490.0,3143.0,19,{'ррц Екатеринбург LV NEW': '19'}
"Комплект Electrolux EACU-18H/UP4-DC/N8 инверторной сплит-системы, напольно-потолочного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483687,EACU-18H/UP4-DC/N8,158500.0,158500.0,96685.0,19,{'фрц Киржач': '19'}
"Комплект Electrolux EACC-24H/UP3/N3 сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235736,EACC-24H/UP3/N3,163500.0,163500.0,62496.0,ожидается поставка,{}
Комплект картриджей Electrolux AM Carbon 2in1 Prof,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1300130,Kit AM Carbon 2in1 Prof,2190.0,2190.0,1708.0,109,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '99'}"
Фильтр Electrolux FAP-2050 ANTI VIRUS HEPA,Electrolux,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1476971,FAP-2050 ANTI VIRUS HEPA,2890.0,2890.0,2312.0,198,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '197'}"
Электропанель Electrolux AirPlinth ECH/AG–1500 PE3,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1416236,ECH/AG–1500 PE3,9990.0,9990.0,8491.5,ожидается поставка,{}
Водонагреватель Electrolux EWH 50 Quantum Pro,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1066371,EWH 50 Quantum Pro,9790.0,9790.0,7832.0,ожидается поставка,{}
Сплит-система инверторного типа Electrolux EACS/I-24HG-MILK2/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1485185,EACS/I-24HG-MILK2/N8,115490.0,115490.0,84307.7,ожидается поставка,{}
Вентилятор настольный Electrolux ETF-109W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602096,ETF-109W,5990.0,5990.0,4792.0,ожидается поставка,{}
Блок внутренний Electrolux EACS/I-12 HMB FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1381367,EACS/I-12 HMB FMI/N8_ERP/in,30600.0,30600.0,20502.0,229,"{'ррц Орехово-Зуево (Московская обл.)': '2', 'ррц Петушки (Владимирская обл.)': '83', 'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '140'}"
Вентилятор вытяжной серии Magic EAFM-120TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1136078,EAFM - 120TH,6290.0,6290.0,4403.0,14,{'фрц Киржач': '14'}
Вентилятор вытяжной Electrolux серии Eco EAFE-150,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1481527,EAFE-150,2190.0,2190.0,1533.0,380,"{'ррц Екатеринбург LV NEW': '48', 'фрц Киржач': '332'}"
Вентилятор вытяжной серии Premium EAF-120TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1135951,EAF - 120TH,6490.0,6490.0,4543.0,89,{'фрц Киржач': '89'}
Вентилятор вытяжной Electrolux серии Glass EAFG-100 white,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1417801,EAFG-100 white,4590.0,4590.0,3213.0,более 500,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': 'более 500'}"
Осушитель воздуха Electrolux EDM-25L,Electrolux,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Бытовые осушители воздуха",НС-1248746,EDM-25L,28999.0,28999.0,23489.0,ожидается поставка,{}
Кабель для обогрева трубопроводов Electrolux EFGPC 2-18-2 (комплект),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Системы обогрева трубопроводов,НС-1068332,EFGPC 2-18-2,3955.0,3955.0,2254.0,135,{'фрц Киржач': '135'}
Водонагреватель Electrolux EWH 30 Quantum Pro,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1066370,EWH 30 Quantum Pro,8690.0,8690.0,6952.0,ожидается поставка,{}
Сушилка для рук электрическая высокоскоростная Electrolux EHDA/HPF-1200W (белая),Electrolux,Тепловое оборудование/Сушилки для рук/Сушилки для рук,НС-1057060,EHDA/HPF-1200W,43990.0,43990.0,35192.0,320,"{'ррц Петушки (Владимирская обл.)': '318', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '1'}"
Установка приточно-вытяжная Electrolux Universe ERVX-150 inv,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1271433,ERVX-150 inv,94950.0,94950.0,66465.0,ожидается поставка,{}
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-2000 T-TUM3 (мех),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1294998,ECH/AG2-2000 T-TUM3,10270.0,10270.0,7908.9,110,{'фрц Киржач': '110'}
"Блок внутренний Electrolux EACS/I-14HEV/N3/in сплит-системы, инверторного типа",Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1155799,EACS/I-14HEV/N3/in,17497.5,17497.5,13123.13,289,"{'ррц Орехово-Зуево (Московская обл.)': '75', 'ррц Петушки (Владимирская обл.)': '205', 'ррц Екатеринбург LV NEW': '9'}"
Конвектор электрический Electrolux ECH/A-1500 M,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1256965,ECH/A-1500 M,4690.0,4690.0,3752.0,более 500,"{'ррц Костерево (Владимирская обл.)': '298', 'ррц Петушки (Владимирская обл.)': '614', 'ррц Екатеринбург LV NEW': '59', 'фрц Киржач': '218'}"
Сплит-система инверторного типа Electrolux EACS/I-18HG-BLACK2/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1108902,EACS/I-18HG-BLACK2/N8,92990.0,92990.0,67882.7,ожидается поставка,{}
Сплит-система Electrolux Loft EACS-12HAL/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598856,EACS-12HAL/N8,43990.0,43990.0,31672.8,ожидается поставка,{}
Мат Electrolux EEM 2-150-1 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105878,EEM 2-150-1 комплект,5450.0,5450.0,3107.0,более 500,"{'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': 'более 500'}"
Вентилятор вытяжной серии Slim EAFS-120,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126796,EAFS-120,3590.0,3590.0,2513.0,62,{'фрц Киржач': '62'}
Мат Electrolux EEFM 2-150-1 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105845,EEFM 2-150-1 комплект,5450.0,5450.0,3107.0,ожидается поставка,{}
Кабель Electrolux ETC 2-17-2000 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательный кабель для теплого пола,НС-1073707,ETC 2-17-2000 комплект,24145.0,24145.0,13763.0,1,{'фрц Киржач': '1'}
Вентилятор вытяжной серии Magic EAFM-120T с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127168,EAFM - 120T,5690.0,5690.0,3983.0,16,{'фрц Киржач': '16'}
Сплит-система Electrolux Nordic EACS-36HT/N3_24Y комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598860,EACS-36HT/N3_24Y,139990.0,139990.0,100792.8,18,"{'ррц Петушки (Владимирская обл.)': '2', 'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '14'}"
Картридж Electrolux iS TotalPureX-3,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1300148,Cartridge iS TotalPureX-3,930.0,930.0,725.0,499,"{'ррц Лакинск': '418', 'ррц Екатеринбург LV NEW': '13', 'фрц Киржач': '68'}"
Установка EPVS-450 приточно-вытяжная,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1352135,_EPVS-450,103070.0,103070.0,72149.0,ожидается поставка,{}
Вентилятор вытяжной серии Premium EAF-120T с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127172,EAF-120Tnew,5390.0,5390.0,3773.0,11,{'фрц Киржач': '11'}
"Проточный водонагреватель Electrolux SMARTFIX 2.0 TS (5,5 kW) - кран+душ",Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1017840,"SMARTFIX 2.0 TS (5,5 kW)",3190.0,3190.0,2648.0,305,"{'ррц Орехово-Зуево (Московская обл.)': '19', 'фрц Киржач': '286'}"
Увлажнитель воздуха ультразвуковой Electrolux EHU-3615D GlossLine,Electrolux,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1214529,EHU-3615D GlossLine,7490.0,7490.0,6217.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 100 Formax,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1026258,EWH 100 Formax,24990.0,24990.0,19992.0,66,"{'ррц Костерево (Владимирская обл.)': '65', 'ррц Екатеринбург LV NEW': '1'}"
Вентилятор вытяжной серии Rainbow EAFR-100T green с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1161726,НС-1161726,4490.0,4490.0,3143.0,ожидается поставка,{}
"Комплект Electrolux EACD-12H/UP4-DC/N8 инверторной сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483555,EACD-12H/UP4-DC/N8,140800.0,140800.0,85888.0,29,{'фрц Киржач': '29'}
"Проточный водонагреватель Electrolux SMARTFIX 2.0 TS (6,5 kW) - кран+душ",Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1017851,"SMARTFIX 2.0 TS (6,5 kW)",3490.0,3490.0,2897.0,21,{'фрц Киржач': '21'}
Вентилятор вытяжной серии Rainbow EAFR-100TH white с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127270,EAFR-100THwhite,6690.0,6690.0,4683.0,16,{'фрц Киржач': '16'}
Водонагреватель Electrolux EWH 80 Royal Silver H,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1023782,EWH 80 Royal Silver H,26090.0,24490.0,22177.0,ожидается поставка,{}
Водонагреватель проточный Electrolux NPX 4 AQUATRONIC DIGITAL 2.0,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1146491,NPX 4 AQUATRONIC DIGITAL 2.0,9790.0,9790.0,8126.0,283,"{'ррц Костерево (Владимирская обл.)': '264', 'ррц Екатеринбург LV NEW': '18', 'фрц Киржач': '1'}"
Экофильтр-картридж Electrolux 3910/3915,Electrolux,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1276196,3910/3915,1990.0,1990.0,1592.0,450,{'фрц Киржач': '450'}
Кондиционер мобильный Electrolux EACM-09 FM/N3,Electrolux,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1292431,EACM-09 FM/N3,34950.0,34950.0,27960.0,9,{'ррц Екатеринбург LV NEW': '9'}
Пленка инфракрасная нагревательная Electrolux ETS 220-4 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1158439,ETS 220-4,7925.0,7925.0,4517.0,6,{'ррц Екатеринбург LV NEW': '6'}
Комплект Electrolux Rapid Transformer с блоком управления ECH/R-1500 T-TUI4 (инверторный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584135,ECH/R-1500 T-TUI4,11680.0,11680.0,8994.6,более 500,"{'екатеринбург склад': '2', 'фрц Киржач': 'более 500'}"
Установка EPVS-350 приточно-вытяжная,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1352133,_EPVS-350,98850.0,98850.0,69195.0,ожидается поставка,{}
Комплект фильтров FAP-1040 Round360 для воздухоочистителя Electrolux EAP-1040D Yin&Yang,Electrolux,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1272318,FAP-1040,2490.0,2490.0,1992.0,323,"{'ррц Екатеринбург LV NEW': '7', 'фрц Киржач': '316'}"
Водонагреватель Electrolux EWH 100 Royal Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1023779,EWH 100 Royal Silver,28990.0,27290.0,24642.0,ожидается поставка,{}
Мат Electrolux EEFM 2-180-3 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432023,EEFM 2-180-3 комплект,13190.0,13190.0,7518.0,333,"{'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '330'}"
Блок внутренний Electrolux EACS/I-18 HM FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194460,EACS/I-18 HM FMI/N8_ERP/in,36300.0,36300.0,24321.0,6,"{'ррц Петушки (Владимирская обл.)': '5', 'ррц Екатеринбург LV NEW': '1'}"
Мат Electrolux EEFM 2-150-11 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105851,EEFM 2-150-11 комплект,26640.0,26640.0,15185.0,ожидается поставка,{}
