Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Радиатор панельный Royal Thermo VENTIL HYGIENE VH20-600-1000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191764,VH20-600-1000/9016,10317.0,10317.0,7840.92,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-400-1700 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345521,VC21-400-1700/9016,13387.0,13387.0,10174.12,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-400-400 Silver Satin,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1369377,C11-400-400/SS,2924.0,2924.0,2222.24,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/2500-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1522832,RT-A-90/300/2500-DG-U-NA,45636.0,45636.0,31032.48,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-200-2200 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1286156,VC33-200-2200/9016,23335.0,23335.0,17734.6,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-500-1800 Silver Satin,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1239081,C11-500-1800/SS,10080.0,10080.0,7660.8,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/250/1400-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477737,RT-A-75/250/1400-DG-U-NA,25144.0,25144.0,17097.92,9,{'фрц Киржач': '9'}
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-500-800 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1238982,VC21-500-800/NS,9268.0,9268.0,7043.68,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/400/2000-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477357,RT-A-110/400/2000-DG-U-LB,53400.0,53400.0,36312.0,ожидается поставка,{}
Конвектор напольный Royal Thermo STEP-130/180/600-2-N-WT-LG-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы напольные,НС-1608096,RT-S-130/180/600-2-N-WT-LG-NA,19674.0,19674.0,13378.32,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C33-500-1700 Silver Satin,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1369766,C33-500-1700/SS,22419.0,22419.0,17038.44,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/300/2700-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558694,RT-A-190/300/2700-DG-U-AU,71532.0,71532.0,48641.76,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-200-2000 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453135,VC22-200-2000/9016 M,13942.0,13942.0,10595.92,57,"{'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': '45'}"
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-500-2600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191375,VC33-500-2600/9016,35098.0,35098.0,26674.48,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-300-1000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189415,C11-300-1000/9016,4766.0,4766.0,3622.16,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/300/3000-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477486,RT-A-150/300/3000-DG-U-DB,77893.0,77893.0,52967.24,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C22-600-1300 Silver Satin,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1369633,C22-600-1300/SS,12919.0,12919.0,9818.44,ожидается поставка,{}
Пластина монтажная Royal Thermo 150 мм для 2-х настенных уголков,Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Фитинги для отопления и водоснабжения",НС-1062925,RTE 02.150,418.0,313.5,250.8,3,{'фрц Киржач': '3'}
Радиатор Royal Thermo PianoForte 500 Noir Sable VDR80 - 4 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1506367,RTPNNSVDR8050004,9750.0,9750.0,7702.5,11,{'фрц Киржач': '11'}
Конвектор внутрипольный Royal Thermo ATRIUM-90/400/1800-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493572,RT-A-90/400/1800-DG-U-BL,47107.0,47107.0,32032.76,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-300-1600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189421,C11-300-1600/9016,6927.0,6927.0,5264.52,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/200/2200-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477866,RT-A-90/200/2200-DG-U-NA,35535.0,35535.0,24163.8,13,{'фрц Киржач': '13'}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-500-500 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453168,VC22-500-500/9016 M,7224.0,7220.0,5490.24,343,{'фрц Киржач': '343'}
Радиатор панельный Royal Thermo HYGIENE H10-500-1000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1190225,H10-500-1000/9016,5527.0,5527.0,4200.52,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/1500-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1522723,RT-A-150/400/1500-DG-U-NA,52717.0,52717.0,35847.56,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/1000-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493146,RT-A-150/400/1000-DG-U-AU,36613.0,36613.0,24896.84,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C33-500-1400 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255294,C33-500-1400/NS,18811.0,18811.0,14296.36,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/400/1900-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558878,RT-A-75/400/1900-DG-U-BL,47992.0,47992.0,32634.56,ожидается поставка,{}
Полотенцесушитель Royal Thermo Старт П5 500х696 БП м/о 500,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Полотенцесушители,НС-1204587,RTS5.500.696,11330.0,11330.0,8610.8,15,{'фрц Киржач': '15'}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-400-2000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345551,VC22-400-2000/9016,15817.0,15817.0,12020.92,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/2600-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477946,RT-A-90/300/2600-DG-U-DB,47233.0,47233.0,32118.44,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-400-400 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1370472,VC22-400-400/NS,6685.0,6685.0,5080.6,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C22-400-2400 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1369577,C22-400-2400/NS,16923.0,16923.0,12861.48,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/300/1200-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477305,RT-A-110/300/1200-DG-U-DB,24907.0,24907.0,16936.76,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-300-2400 Silver Satin,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1239060,C11-300-2400/SS,10471.0,10471.0,7957.96,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-500-500 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1238979,VC21-500-500/NS,7394.0,7394.0,5619.44,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/400/2400-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477361,RT-A-110/400/2400-DG-U-LB,62997.0,62997.0,42837.96,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH10-500-2800 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255998,VH10-500-2800/NS,15355.0,15355.0,11669.8,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH20-400-1600 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1370871,VH20-400-1600/NS,12860.0,12860.0,9773.6,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/200/1200-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493056,RT-A-110/200/1200-DG-U-AU,21987.0,21987.0,14951.16,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-300-900 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1238955,VC21-300-900/NS,8817.0,8817.0,6700.92,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH10-500-1800 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191556,VH10-500-1800/9016,10979.0,10979.0,8344.04,1,{'фрц Киржач': '1'}
Радиатор панельный Royal Thermo HYGIENE H20-300-900 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1190386,H20-300-900/9016,6498.0,6498.0,4938.48,2,{'фрц Киржач': '2'}
Конвектор внутрипольный Royal Thermo ATRIUM-150/200/1500-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558432,RT-A-150/200/1500-DG-U-DB,30180.0,30180.0,20522.4,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH30-300-2600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191888,VH30-300-2600/9016,23599.0,23599.0,17935.24,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-300-600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191328,VC33-300-600/9016,10461.0,10461.0,7950.36,ожидается поставка,{}
Радиатор Royal Thermo PianoForte 300 /Noir Sable - 20 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1346065,RTPNS30020,30800.0,30800.0,24332.0,ожидается поставка,{}
Полотенцесушитель Royal Thermo Электро 25 П-обр 200х500,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Полотенцесушители,НС-1204603,RTP20.200.500.E,4000.0,4000.0,3040.0,15,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '14'}"
Конвектор внутрипольный Royal Thermo ATRIUM-190/250/1300-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558628,RT-A-190/250/1300-DG-U-LB,32001.0,32001.0,21760.68,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-300-2400 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191319,VC33-300-2400/9016,26537.0,26537.0,20168.12,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/400/2100-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558722,RT-A-190/400/2100-DG-U-AU,74424.0,74424.0,50608.32,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/200/1500-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558750,RT-A-75/200/1500-DG-U-AU,24878.0,24878.0,16917.04,ожидается поставка,{}
Радиатор Royal Thermo BiLiner 350 /Silver Satin - 4 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1197128,RTBSS35004,5000.0,5000.0,4250.0,181,{'фрц Киржач': '181'}
Конвектор внутрипольный Royal Thermo ATRIUM-75/250/1500-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558791,RT-A-75/250/1500-DG-U-LB,26722.0,26722.0,18170.96,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C22-600-2800 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255227,C22-600-2800/NS,24900.0,24900.0,18924.0,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-300-900 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453112,VC21-300-900/9016 M,8397.0,8397.0,6381.72,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/200/3000-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493221,RT-A-75/200/3000-DG-U-AU,46261.0,46261.0,31457.48,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/3000-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477521,RT-A-150/400/3000-DG-U-LB,101646.0,101646.0,69119.28,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/300/800-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493359,RT-A-110/300/800-DG-U-BL,18324.0,18324.0,12460.32,ожидается поставка,{}
Соединение Royal Thermo труба-труба 16×16,Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Фитинги для отопления и водоснабжения",НС-1040780,RTE 16.006,132.0,132.0,60.0,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-600-1100 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189497,C11-600-1100/9016,7925.0,7925.0,6023.0,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-500-400 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453201,VC33-500-400/9016 M,9772.0,9772.0,7426.72,ожидается поставка,{}
Радиатор Royal Thermo BiLiner 500 /Noir Sable VR - 8 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1196686,RTBNSVR50008,13070.0,13070.0,11109.5,2,{'ррц Екатеринбург LV NEW': '2'}
Конвектор внутрипольный Royal Thermo ATRIUM-75/200/900-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477726,RT-A-75/200/900-DG-U-DB,16715.0,16715.0,11366.2,ожидается поставка,{}
Радиатор Royal Thermo PianoForte 500 new/Silver Satin - 4 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1176338,RTPNSS50004,6560.0,6560.0,5182.4,449,"{'ррц Екатеринбург LV NEW': '17', 'фрц Киржач': '432'}"
Конвектор внутрипольный Royal Thermo ATRIUM-150/300/2600-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493407,RT-A-150/300/2600-DG-U-BL,65864.0,65864.0,44787.52,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/400/2900-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1559057,RT-A-90/400/2900-DG-U-AU,75446.0,75446.0,51303.28,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/400/2900-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558738,RT-A-190/400/2900-DG-U-AU,101412.0,101412.0,68960.16,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/200/3000-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477254,RT-A-110/200/3000-DG-U-DB,49122.0,49122.0,33402.96,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/300/1900-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558839,RT-A-75/300/1900-DG-U-DB,34782.0,34782.0,23651.76,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-400-1800 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345549,VC22-400-1800/9016,14569.0,14569.0,11072.44,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/200/1200-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477229,RT-A-110/200/1200-DG-U-NA,21991.0,21991.0,14953.88,3,{'фрц Киржач': '3'}
Радиатор панельный Royal Thermo VENTIL COMPACT VC11-500-1900 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1190801,VC11-500-1900/9016,12030.0,12030.0,9142.8,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/250/3000-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477447,RT-A-150/250/3000-DG-U-DB,68137.0,68137.0,46333.16,ожидается поставка,{}
Радиатор Royal Thermo Vittoria Super 500 2.0 VDL80 - 15 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1418303,RTVSVDL250015,23140.0,23140.0,18280.6,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/400/1100-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558385,RT-A-110/400/1100-DG-U-LB,31482.0,31482.0,21407.76,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C33-400-1800 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345387,C33-400-1800/9016,20456.0,20456.0,15546.56,ожидается поставка,{}
Радиатор Royal Thermo Vittoria Super 300 VDL - 8 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1426021,RTVSVDL30008,10720.0,10720.0,8468.8,ожидается поставка,{}
Водонагреватель Royal Thermo RWH 10 Stilla U,Royal Thermo,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1588113,RWH 10 Stilla U,6890.0,6890.0,5857.0,более 500,"{'ррц Костерево (Владимирская обл.)': '173', 'ррц Орехово-Зуево (Московская обл.)': '288', 'ррц Екатеринбург LV NEW': '46', 'фрц Киржач': '9'}"
Конвектор внутрипольный Royal Thermo ATRIUM-90/200/1800-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477858,RT-A-90/200/1800-DG-U-DB,29965.0,29965.0,20376.2,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/200/2700-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1522813,RT-A-90/200/2700-DG-U-NA,42948.0,42948.0,29204.64,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/200/2800-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493220,RT-A-75/200/2800-DG-U-AU,43427.0,43427.0,29530.36,ожидается поставка,{}
"Набор дизайн-вентилей Royal Thermo CUBE, прямой (белый) 1/2""",Royal Thermo,Отопление и водоснабжение/Радиаторная арматура/Вентили ручной регулировки,НС-1422574,RTE 56.0005,3500.0,3500.0,2100.0,412,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '402'}"
Конвектор внутрипольный Royal Thermo ATRIUM-190/250/900-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477611,RT-A-190/250/900-DG-U-NA,23758.0,23758.0,16155.44,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/400/2500-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558891,RT-A-75/400/2500-DG-U-DB,61550.0,61550.0,41854.0,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/200/1400-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493427,RT-A-190/200/1400-DG-U-BL,29265.0,29265.0,19900.2,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/300/1600-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477312,RT-A-110/300/1600-DG-U-LB,31852.0,31852.0,21659.36,ожидается поставка,{}
Радиатор Royal Thermo PianoForte 500 /Silver Satin - 4 секц. VDR,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1338435,RTPNSSVD50004,9750.0,9750.0,7702.5,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/400/2600-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477363,RT-A-110/400/2600-DG-U-LB,67715.0,67715.0,46046.2,ожидается поставка,{}
Конвектор напольный Royal Thermo STEP-80/130/2000-1-N-WT-LG-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы напольные,НС-1608164,RT-S-80/130/2000-1-N-WT-LG-NA,27266.0,27266.0,18540.88,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH30-600-2000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191963,VH30-600-2000/9016,26108.0,26108.0,19842.08,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/200/1400-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477230,RT-A-110/200/1400-DG-U-DB,24871.0,24871.0,16912.28,ожидается поставка,{}
Радиатор панельный Royal Thermo HYGIENE H10-500-2600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1190241,H10-500-2600/9016,11859.0,11859.0,9012.84,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/1900-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558999,RT-A-90/300/1900-DG-U-LB,35857.0,35857.0,24382.76,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/400/1800-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493306,RT-A-90/400/1800-DG-U-AU,47107.0,47107.0,32032.76,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/2900-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558577,RT-A-150/400/2900-DG-U-AU,98458.0,98458.0,66951.44,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-500-1200 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453158,VC22-500-1200/9016 M,11508.0,11510.0,8746.08,более 500,"{'екатеринбург склад': '6', 'ррц Екатеринбург LV NEW': '28', 'фрц Киржач': 'более 500'}"
Радиатор панельный Royal Thermo VENTIL COMPACT VC11-600-400 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255706,VC11-600-400/NS,6306.0,6306.0,4792.56,ожидается поставка,{}
Блок внешний Royal Thermo MULTI COMBO ERP DC RTFMO/out-32HN8 инверторной мульти сплит-системы,Royal Thermo,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1598158,RTFMO/out-32HN8,168000.0,168000.0,115920.0,4,{'фрц Киржач': '4'}
